,ИД,Факультет,Направление,год поступления,статус,Unnamed: 5,дата изменения,выпуск
26222,316621,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2006.0,1,учится,210 days,выпустился
26374,316987,ФБ,38.03.01 Экономика,2010.0,1,учится,0 days,отчислен
26375,316987,ФБ,38.03.01 Экономика,2010.0,-1,отчислен,146 days,отчислен
26380,317064,ЗО ИДО,39.03.02 Социальная работа,2008.0,-1,отчислен,0 days,
26381,317064,ЗО ИДО,39.03.02 Социальная работа,2008.0,1,учится,142 days,
26385,317065,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2006.0,-1,отчислен,0 days,
26386,317065,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2006.0,1,учится,341 days,
26408,317167,ЗО ИДО,20.03.01 Техносферная безопасность,2007.0,-1,отчислен,0 days,
26412,317185,РЭФ,11.03.04 Электроника и наноэлектроника,2009.0,2,ак. отпуск,0 days,
26413,317185,РЭФ,11.03.04 Электроника и наноэлектроника,2009.0,1,учится,227 days,
26414,317185,РЭФ,11.03.04 Электроника и наноэлектроника,2009.0,-1,отчислен,447 days,
26469,317379,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2007.0,-1,отчислен,0 days,
26491,320745,ИСТ,09.03.01 Информатика и вычислительная техника,2010.0,-1,отчислен,0 days,отчислен
26494,320751,ИСТ,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,0 days,отчислен
26495,320751,ИСТ,09.03.01 Информатика и вычислительная техника,2009.0,1,учится,169 days,отчислен
26496,320751,ИСТ,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,457 days,отчислен
26497,320754,ИСТ,09.03.01 Информатика и вычислительная техника,2010.0,2,ак. отпуск,0 days,выпустился
26498,320754,ИСТ,09.03.01 Информатика и вычислительная техника,2010.0,1,учится,390 days,выпустился
26583,321169,ЗО,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,
26584,321169,ЗО,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,396 days,
26587,321171,ЗО,13.03.02 Электроэнергетика и электротехника,2010.0,2,ак. отпуск,0 days,
26588,321171,ЗО,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,477 days,
26592,321174,ЗО,13.03.02 Электроэнергетика и электротехника,2010.0,1,учится,0 days,
26621,321245,ЗО ИДО,38.03.02 Менеджмент,2007.0,-1,отчислен,0 days,
26622,321245,ЗО ИДО,38.03.02 Менеджмент,2007.0,1,учится,8 days,
26623,321245,ЗО ИДО,38.03.02 Менеджмент,2007.0,-1,отчислен,146 days,
26624,321245,ЗО ИДО,38.03.02 Менеджмент,2007.0,1,учится,216 days,
26625,321245,ЗО ИДО,38.03.02 Менеджмент,2007.0,-1,отчислен,364 days,
26668,321426,АВТФ,09.03.01 Информатика и вычислительная техника,2009.0,2,ак. отпуск,0 days,
26669,321426,АВТФ,09.03.01 Информатика и вычислительная техника,2009.0,1,учится,89 days,
26670,321426,АВТФ,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,230 days,
26671,321426,АВТФ,09.03.01 Информатика и вычислительная техника,2009.0,1,учится,256 days,
26672,321426,АВТФ,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,484 days,
26673,321444,ФБ,38.03.05 Бизнес-информатика,2010.0,-1,отчислен,0 days,
26674,321444,ФБ,38.03.05 Бизнес-информатика,2010.0,1,учится,609 days,
26676,321464,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,0 days,
26677,321464,ЮФ,40.03.01 Юриспруденция,2010.0,-1,отчислен,239 days,
26678,321464,ЮФ,40.03.01 Юриспруденция,2010.0,1,учится,447 days,
26689,321606,ФГО,39.03.02 Социальная работа,2010.0,-1,отчислен,0 days,отчислен
26690,321606,ФГО,39.03.02 Социальная работа,2010.0,1,учится,74 days,отчислен
26691,321606,ФГО,39.03.02 Социальная работа,2010.0,3,переведен,84 days,отчислен
26703,321765,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,-1,отчислен,0 days,выпустился
26704,321765,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,1,учится,8 days,выпустился
26705,321765,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,-1,отчислен,574 days,выпустился
26717,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,2,ак. отпуск,0 days,отчислен
26718,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,1,учится,140 days,отчислен
26719,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,-1,отчислен,285 days,отчислен
26720,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,1,учится,349 days,отчислен
26721,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,-1,отчислен,387 days,отчислен
26722,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,1,учится,511 days,отчислен
26723,321866,ФМА,13.03.02 Электроэнергетика и электротехника,2009.0,3,переведен,691 days,отчислен
26751,322245,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2007.0,2,ак. отпуск,0 days,отчислен
26752,322245,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2007.0,1,учится,392 days,отчислен
26753,322245,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2007.0,-1,отчислен,421 days,отчислен
26801,322964,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2006.0,-1,отчислен,0 days,отчислен
26806,323044,ФМА,38.03.02 Менеджмент,2008.0,-1,отчислен,0 days,отчислен
26824,323644,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2007.0,-1,отчислен,0 days,отчислен
26836,323904,ЗО ИДО,38.03.02 Менеджмент,2010.0,-1,отчислен,0 days,отчислен
26837,323904,ЗО ИДО,38.03.02 Менеджмент,2010.0,1,учится,676 days,отчислен
26882,325044,ФЭН,13.03.02 Электроэнергетика и электротехника,2002.0,1,учится,0 days,отчислен
26883,325044,ФЭН,13.03.02 Электроэнергетика и электротехника,2002.0,-1,отчислен,150 days,отчислен
26884,325044,ФЭН,13.03.02 Электроэнергетика и электротехника,2002.0,1,учится,590 days,отчислен
26980,325626,ФГО,39.03.02 Социальная работа,2009.0,1,учится,0 days,
26990,325725,ФГО,39.03.02 Социальная работа,2010.0,1,учится,0 days,отчислен
26991,325725,ФГО,39.03.02 Социальная работа,2010.0,-1,отчислен,442 days,отчислен
26992,325725,ФГО,39.03.02 Социальная работа,2010.0,1,учится,524 days,отчислен
26993,325725,ФГО,39.03.02 Социальная работа,2010.0,-1,отчислен,671 days,отчислен
26994,325725,ФГО,39.03.02 Социальная работа,2010.0,1,учится,701 days,отчислен
27002,325765,ФГО,41.03.01 Зарубежное регионоведение,2009.0,1,учится,0 days,отчислен
27003,325765,ФГО,41.03.01 Зарубежное регионоведение,2009.0,-1,отчислен,369 days,отчислен
27004,325765,ФГО,41.03.01 Зарубежное регионоведение,2009.0,1,учится,516 days,отчислен
27005,325765,ФГО,41.03.01 Зарубежное регионоведение,2009.0,-1,отчислен,659 days,отчислен
27066,326045,ФБ,38.03.01 Экономика,2009.0,1,учится,0 days,отчислен
27067,326045,ФБ,38.03.01 Экономика,2009.0,-1,отчислен,126 days,отчислен
27068,326045,ФБ,38.03.01 Экономика,2009.0,1,учится,563 days,отчислен
27072,326065,АВТФ,09.03.02 Информационные системы и технологии,2009.0,1,учится,0 days,отчислен
27073,326065,АВТФ,09.03.02 Информационные системы и технологии,2009.0,-1,отчислен,577 days,отчислен
27093,326146,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,отчислен
27094,326146,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,-1,отчислен,722 days,отчислен
27160,326465,ЗО ИДО,43.03.02 Туризм,2007.0,1,учится,0 days,отчислен
27161,326465,ЗО ИДО,43.03.02 Туризм,2007.0,-1,отчислен,337 days,отчислен
27267,326746,ФМА,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27313,326844,ФГО,39.03.02 Социальная работа,2009.0,1,учится,0 days,отчислен
27314,326844,ФГО,39.03.02 Социальная работа,2009.0,-1,отчислен,591 days,отчислен
27323,326944,ФЭН,13.03.02 Электроэнергетика и электротехника,2004.0,1,учится,0 days,отчислен
27324,326944,ФЭН,13.03.02 Электроэнергетика и электротехника,2004.0,-1,отчислен,270 days,отчислен
27342,327067,ФГО,39.03.02 Социальная работа,2010.0,1,учится,0 days,отчислен
27431,327526,ФБ,38.03.02 Менеджмент,2009.0,1,учится,0 days,
27432,327526,ФБ,38.03.02 Менеджмент,2009.0,-1,отчислен,310 days,
27453,327704,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,0 days,отчислен
27454,327704,РЭФ,11.03.04 Электроника и наноэлектроника,2010.0,1,учится,293 days,отчислен
27458,327705,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,0 days,выпустился
27459,327705,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,2,ак. отпуск,301 days,выпустился
27460,327705,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2010.0,1,учится,329 days,выпустился
27470,327727,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,1,учится,0 days,отчислен
27471,327727,АВТФ,09.03.01 Информатика и вычислительная техника,2008.0,-1,отчислен,306 days,отчислен
27498,328064,ЗО,09.03.01 Информатика и вычислительная техника,2006.0,1,учится,0 days,отчислен
27499,328064,ЗО,09.03.01 Информатика и вычислительная техника,2006.0,-1,отчислен,324 days,отчислен
27500,328064,ЗО,09.03.01 Информатика и вычислительная техника,2006.0,1,учится,349 days,отчислен
27514,328244,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2010.0,1,учится,0 days,отчислен
27525,328365,ЗО ИДО,38.03.02 Менеджмент,2008.0,1,учится,0 days,отчислен
27526,328365,ЗО ИДО,38.03.02 Менеджмент,2008.0,-1,отчислен,284 days,отчислен
27527,328365,ЗО ИДО,38.03.02 Менеджмент,2008.0,1,учится,319 days,отчислен
27528,328365,ЗО ИДО,38.03.02 Менеджмент,2008.0,1,учится,346 days,отчислен
27529,328365,ЗО ИДО,38.03.02 Менеджмент,2008.0,-1,отчислен,708 days,отчислен
27531,328366,ФМА,38.03.07 Товароведение,2009.0,1,учится,0 days,отчислен
27532,328366,ФМА,38.03.07 Товароведение,2009.0,2,ак. отпуск,576 days,отчислен
27533,328366,ФМА,38.03.07 Товароведение,2009.0,1,учится,682 days,отчислен
27541,328544,ФЛА,15.03.03 Прикладная механика,2011.0,1,учится,0 days,выпустился
27549,328744,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27556,328904,ЗО ИДО,38.03.01 Экономика,2007.0,1,учится,0 days,отчислен
27557,328904,ЗО ИДО,38.03.01 Экономика,2007.0,-1,отчислен,450 days,отчислен
27596,329588,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,
27597,329588,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,-1,отчислен,175 days,
27600,329624,ФТФ,03.03.02 Физика,2011.0,1,учится,0 days,
27602,329664,ЗО ИДО,38.03.01 Экономика,2006.0,1,учится,0 days,
27603,329664,ЗО ИДО,38.03.01 Экономика,2006.0,-1,отчислен,335 days,
27616,329764,ФЛА,27.03.04 Управление в технических системах,2011.0,1,учится,0 days,отчислен
27617,329764,ФЛА,27.03.04 Управление в технических системах,2011.0,-1,отчислен,534 days,отчислен
27622,329904,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2009.0,1,учится,0 days,отчислен
27623,329904,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,225 days,отчислен
27624,329904,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2009.0,1,учится,260 days,отчислен
27625,329904,ЗО ИДО,09.03.01 Информатика и вычислительная техника,2009.0,-1,отчислен,628 days,отчислен
27628,329924,АВТФ,09.03.04 Программная инженерия,2011.0,1,учится,0 days,отчислен
27629,329924,АВТФ,09.03.04 Программная инженерия,2011.0,-1,отчислен,182 days,отчислен
27630,329965,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27632,330004,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,выпустился
27636,330028,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,отчислен
27638,330046,АВТФ,09.03.04 Программная инженерия,2011.0,1,учится,0 days,выпустился
27640,330048,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27642,330050,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,выпустился
27643,330050,ФГО,41.03.01 Зарубежное регионоведение,2011.0,2,ак. отпуск,727 days,выпустился
27646,330064,АВТФ,09.03.04 Программная инженерия,2011.0,1,учится,0 days,отчислен
27652,330090,ФЭН,13.03.01 Теплоэнергетика и теплотехника,2011.0,1,учится,0 days,отчислен
27654,330091,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,отчислен
27658,330093,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,выпустился
27660,330096,МТФ,29.03.04 Технология художественной обработки материалов,2011.0,1,учится,0 days,выпустился
27662,330104,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2011.0,1,учится,0 days,отчислен
27664,330164,ФБ,09.03.03 Прикладная информатика,2011.0,1,учится,0 days,выпустился
27666,330167,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,выпустился
27668,330168,ФБ,38.03.02 Менеджмент,2011.0,1,учится,0 days,выпустился
27670,330169,ФБ,38.03.01 Экономика,2011.0,1,учится,0 days,выпустился
27672,330185,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,отчислен
27673,330185,АВТФ,10.03.01 Информационная безопасность,2011.0,-1,отчислен,307 days,отчислен
27674,330225,РЭФ,11.03.01 Радиотехника,2011.0,1,учится,0 days,отчислен
27675,330225,РЭФ,11.03.01 Радиотехника,2011.0,2,ак. отпуск,171 days,отчислен
27676,330225,РЭФ,11.03.01 Радиотехника,2011.0,1,учится,359 days,отчислен
27677,330225,РЭФ,11.03.01 Радиотехника,2011.0,3,переведен,567 days,отчислен
27678,330227,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,выпустился
27680,330264,ФБ,09.03.03 Прикладная информатика,2011.0,1,учится,0 days,выпустился
27682,330268,РЭФ,11.03.03 Конструирование и технология электронных средств,2011.0,1,учится,0 days,отчислен
27683,330268,РЭФ,11.03.03 Конструирование и технология электронных средств,2011.0,-1,отчислен,270 days,отчислен
27684,330284,АВТФ,27.03.04 Управление в технических системах,2011.0,1,учится,0 days,выпустился
27686,330344,АВТФ,09.03.02 Информационные системы и технологии,2011.0,1,учится,0 days,выпустился
27688,330345,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,отчислен
27689,330345,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,-1,отчислен,392 days,отчислен
27690,330365,АВТФ,09.03.02 Информационные системы и технологии,2011.0,1,учится,0 days,выпустился
27692,330385,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27694,330386,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27695,330386,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,222 days,отчислен
27696,330387,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,выпустился
27698,330464,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,отчислен
27702,330484,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,отчислен
27703,330484,ФГО,41.03.01 Зарубежное регионоведение,2011.0,-1,отчислен,542 days,отчислен
27704,330484,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,722 days,отчислен
27706,330485,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2011.0,1,учится,0 days,выпустился
27708,330524,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,отчислен
27709,330524,ФГО,41.03.01 Зарубежное регионоведение,2011.0,-1,отчислен,659 days,отчислен
27710,330544,РЭФ,11.03.03 Конструирование и технология электронных средств,2011.0,1,учится,0 days,отчислен
27711,330544,РЭФ,11.03.03 Конструирование и технология электронных средств,2011.0,-1,отчислен,179 days,отчислен
27712,330546,МТФ,29.03.04 Технология художественной обработки материалов,2011.0,1,учится,0 days,выпустился
27714,330567,АВТФ,09.03.02 Информационные системы и технологии,2011.0,1,учится,0 days,отчислен
27715,330567,АВТФ,09.03.02 Информационные системы и технологии,2011.0,-1,отчислен,300 days,отчислен
27716,330568,ФГО,42.03.01 Реклама и связи с общественностью,2011.0,1,учится,0 days,выпустился
27718,330570,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,выпустился
27720,330584,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27721,330584,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,222 days,отчислен
27724,330666,ФЛА,20.03.01 Техносферная безопасность,2011.0,1,учится,0 days,отчислен
27725,330666,ФЛА,20.03.01 Техносферная безопасность,2011.0,-1,отчислен,110 days,отчислен
27726,330669,ФБ,38.03.05 Бизнес-информатика,2011.0,1,учится,0 days,выпустился
27728,330673,АВТФ,09.03.02 Информационные системы и технологии,2011.0,1,учится,0 days,выпустился
27730,330674,АВТФ,12.03.04 Биотехнические системы и технологии,2011.0,1,учится,0 days,выпустился
27732,330684,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27734,330704,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2011.0,1,учится,0 days,выпустился
27736,330825,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27742,330829,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,отчислен
27744,330832,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,выпустился
27746,330834,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27748,330835,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27750,330837,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,0 days,отчислен
27751,330837,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,2,ак. отпуск,186 days,отчислен
27752,330837,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,1,учится,368 days,отчислен
27753,330837,РЭФ,11.03.04 Электроника и наноэлектроника,2011.0,-1,отчислен,471 days,отчислен
27756,330844,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27757,330844,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,154 days,отчислен
27758,330848,МТФ,15.03.04 Автоматизация технологических процессов и производств,2011.0,1,учится,0 days,выпустился
27760,330885,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27762,330895,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27764,330907,ФМА,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27766,330927,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,выпустился
27768,330931,МТФ,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2011.0,1,учится,0 days,выпустился
27770,330933,ФЛА,25.03.01 Техническая эксплуатация летательных аппаратов и двигателей,2011.0,1,учится,0 days,отчислен
27771,330933,ФЛА,25.03.01 Техническая эксплуатация летательных аппаратов и двигателей,2011.0,-1,отчислен,392 days,отчислен
27772,330934,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2011.0,1,учится,0 days,отчислен
27773,330934,МТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",2011.0,-1,отчислен,336 days,отчислен
27774,330935,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27776,330939,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27778,330940,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27780,330944,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,отчислен
27782,330984,АВТФ,27.03.04 Управление в технических системах,2011.0,1,учится,0 days,выпустился
27784,331004,МТФ,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27786,331010,РЭФ,28.03.01 Нанотехнологии и микросистемная техника,2011.0,1,учится,0 days,выпустился
27788,331012,ФГО,42.03.01 Реклама и связи с общественностью,2011.0,1,учится,0 days,выпустился
27790,331026,ФЭН,15.03.04 Автоматизация технологических процессов и производств,2011.0,1,учится,0 days,выпустился
27792,331027,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27794,331045,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27796,331046,ФЭН,38.03.02 Менеджмент,2011.0,1,учится,0 days,выпустился
27798,331084,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,отчислен
27799,331084,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,-1,отчислен,511 days,отчислен
27800,331128,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,выпустился
27802,331165,ЗО,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,отчислен
27803,331165,ЗО,09.03.01 Информатика и вычислительная техника,2011.0,-1,отчислен,567 days,отчислен
27808,331166,ФБ,38.03.05 Бизнес-информатика,2011.0,1,учится,0 days,отчислен
27809,331166,ФБ,38.03.05 Бизнес-информатика,2011.0,-1,отчислен,295 days,отчислен
27810,331168,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,выпустился
27816,331188,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27818,331190,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27819,331190,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,2,ак. отпуск,200 days,отчислен
27820,331190,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,398 days,отчислен
27822,331191,ЗО ИДО,11.03.01 Радиотехника,2011.0,1,учится,0 days,отчислен
27823,331191,ЗО ИДО,11.03.01 Радиотехника,2011.0,-1,отчислен,588 days,отчислен
27826,331192,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27830,331196,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,выпустился
27832,331198,ФБ,38.03.01 Экономика,2011.0,1,учится,0 days,отчислен
27833,331198,ФБ,38.03.01 Экономика,2011.0,-1,отчислен,319 days,отчислен
27834,331200,ЗО ИДО,20.03.01 Техносферная безопасность,2011.0,1,учится,0 days,выпустился
27838,331204,ЗО ИДО,39.03.02 Социальная работа,2011.0,1,учится,0 days,выпустился
27840,331206,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2011.0,1,учится,0 days,выпустился
27842,331207,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27844,331209,РЭФ,11.03.03 Конструирование и технология электронных средств,2011.0,1,учится,0 days,выпустился
27846,331212,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27847,331212,ЗО ИДО,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,302 days,отчислен
27848,331214,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27850,331216,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27851,331216,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,-1,отчислен,645 days,отчислен
27852,331217,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,выпустился
27854,331218,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2011.0,1,учится,0 days,отчислен
27855,331218,ЗО ИДО,24.05.07 Самолето- и вертолетостроение,2011.0,-1,отчислен,635 days,отчислен
27856,331221,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,выпустился
27858,331223,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,1,учится,0 days,отчислен
27859,331223,ЗО ИДО,15.03.05 Конструкторско-технологическое обеспечение машиностроительных производств,2011.0,-1,отчислен,635 days,отчислен
27860,331224,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2011.0,1,учится,0 days,отчислен
27861,331224,РЭФ,11.03.02 Инфокоммуникационные технологии и системы связи,2011.0,-1,отчислен,379 days,отчислен
27862,331225,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27863,331225,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,-1,отчислен,458 days,отчислен
27864,331226,ФПМИ,02.03.03 Математическое обеспечение и администрирование информационных систем,2011.0,1,учится,0 days,выпустился
27866,331227,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2011.0,1,учится,0 days,выпустился
27867,331227,ЗО ИДО,23.03.03 Эксплуатация транспортно-технологических машин и комплексов,2011.0,2,ак. отпуск,503 days,выпустился
27870,331228,ФЭН,13.03.02 Электроэнергетика и электротехника,2011.0,1,учится,0 days,отчислен
27872,331230,ФТФ,03.03.02 Физика,2011.0,1,учится,0 days,отчислен
27873,331230,ФТФ,03.03.02 Физика,2011.0,-1,отчислен,159 days,отчислен
27874,331234,ЗО ИДО,42.03.01 Реклама и связи с общественностью,2011.0,1,учится,0 days,выпустился
27878,331235,ФГО,42.03.01 Реклама и связи с общественностью,2011.0,1,учится,0 days,отчислен
27880,331236,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,1,учится,0 days,отчислен
27881,331236,ФПМИ,01.03.02 Прикладная математика и информатика,2011.0,-1,отчислен,304 days,отчислен
27882,331243,ФГО,45.03.02 Лингвистика,2011.0,1,учится,0 days,отчислен
27883,331243,ФГО,45.03.02 Лингвистика,2011.0,-1,отчислен,334 days,отчислен
27884,331244,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,0 days,отчислен
27885,331244,ЮФ,40.03.01 Юриспруденция,2011.0,-1,отчислен,505 days,отчислен
27886,331244,ЮФ,40.03.01 Юриспруденция,2011.0,1,учится,540 days,отчислен
27888,331248,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,1,учится,0 days,отчислен
27889,331248,АВТФ,09.03.01 Информатика и вычислительная техника,2011.0,-1,отчислен,209 days,отчислен
27890,331250,ФЭН,18.03.01 Химическая технология,2011.0,1,учится,0 days,отчислен
27891,331250,ФЭН,18.03.01 Химическая технология,2011.0,-1,отчислен,321 days,отчислен
27892,331251,АВТФ,10.03.01 Информационная безопасность,2011.0,1,учится,0 days,выпустился
27894,331253,ФГО,41.03.01 Зарубежное регионоведение,2011.0,1,учится,0 days,отчислен
27895,331253,ФГО,41.03.01 Зарубежное регионоведение,2011.0,-1,отчислен,144 days,отчислен
