,PK,SEMESTER,DNAME,TYPE,MARK,GRADE,BALLS,EXAM_DATE
63262,332687,4,Схемотехника автономных информационных и управляющих систем,КП,4,C,74.0,2013-06-11 00:00:00
63263,332687,4,Правоведение,зач,3,C-,70.0,2013-06-11 00:00:00
63264,332687,4,Вычислительная математика,КР,5,A-,90.0,2013-06-13 00:00:00
63265,332687,4,Вычислительная математика,зач,з,A-,90.0,2013-06-13 00:00:00
63266,332687,4,Теория автоматического управления,экз,3,E,52.0,2013-06-15 00:00:00
63267,332687,4,Иностранный язык,зач,3,E,52.0,2013-06-17 00:00:00
63268,332687,4,Социальные технологии,зач,з,E,53.0,2013-06-17 00:00:00
63269,332687,4,Физическая культура,зач,з,,,2013-06-20 00:00:00
63270,332687,4,Физические основы специальных измерений,экз,3,E,51.0,2013-06-25 00:00:00
63271,332687,4,Схемотехника автономных информационных и управляющих систем,экз,3,D-,61.0,2013-06-29 00:00:00
63272,332687,4,Теоретическая механика,экз,3,E,50.0,2013-07-06 00:00:00
63314,332724,1,Интернет-технологии ведения бизнеса,зач,з,A,94.0,2011-12-26 00:00:00
63315,332724,1,"Введение в направление ""Менеджмент""",зач,з,A,95.0,2011-12-26 00:00:00
63316,332724,1,Русский язык и культура делового общения,зач,з,C,76.0,2011-12-27 00:00:00
63317,332724,1,Математика. Математический анализ,зач,3,E,51.0,2011-12-28 00:00:00
63318,332724,1,Физическая культура,зач,з,D,67.0,2011-12-28 00:00:00
63319,332724,1,Концепции современного естествознания,зач,з,D-,62.0,2011-12-28 00:00:00
63320,332724,1,Иностранный язык,зач,з,C,75.0,2011-12-29 00:00:00
63321,332724,1,Теория менеджмента. История управленческой мысли,зач,з,D-,62.0,2011-12-29 00:00:00
63322,332724,1,Информатика,экз,4,C+,78.0,2012-01-12 00:00:00
63323,332724,1,История,экз,3,E,59.0,2012-01-16 00:00:00
63324,332724,1,Математика. Линейная алгебра и аналитическая геометрия,экз,3,D,65.0,2012-01-20 00:00:00
63325,332724,2,Управление изменениями,зач,5,B+,88.0,2012-06-11 00:00:00
63326,332724,2,Организационное проектирование,зач,з,A,93.0,2012-06-11 00:00:00
63327,332724,2,Управление качеством,зач,з,C+,78.0,2012-06-11 00:00:00
63328,332724,2,Физическая культура,зач,з,,0.0,2012-06-11 00:00:00
63329,332724,2,Корпоративная  социальная ответственность,зач,з,B+,89.0,2012-06-13 00:00:00
63330,332724,2,Теория менеджмента. Теория организации,КР,5,A-,90.0,2012-06-14 00:00:00
63331,332724,2,Безопасность жизнедеятельности,зач,з,B+,89.0,2012-06-14 00:00:00
63332,332724,2,Экономическая теория,зач,з,C,74.0,2012-06-15 00:00:00
63333,332724,2,Иностранный язык,зач,з,C-,70.0,2012-06-15 00:00:00
63334,332724,2,Философия,экз,3,D-,60.0,2012-06-21 00:00:00
63335,332724,2,Теория менеджмента. Теория организации,экз,5,B+,89.0,2012-06-24 00:00:00
63336,332724,2,Математика. Математический анализ,экз,2,FX,25.0,2012-06-29 00:00:00
63337,332724,2,Математика. Математический анализ,экз,2,FX,20.0,2012-09-10 00:00:00
63338,332724,2,Математика. Математический анализ,экз,2,FX,20.0,2012-09-17 00:00:00
63339,332724,2,Математика. Математический анализ,экз,2,FX,20.0,2012-09-23 00:00:00
63340,332724,2,Математика. Математический анализ,экз,3,E,50.0,2012-09-27 00:00:00
63341,332724,3,Маркетинг,КР,ня,,,2013-01-08 00:00:00
63342,332724,3,Маркетинг,зач,нд,,,2013-01-08 00:00:00
63343,332724,3,Деловой иностранный язык,зач,з,C-,71.0,2013-01-10 00:00:00
63344,332724,3,Иностранный язык,зач,з,C-,71.0,2013-01-10 00:00:00
63345,332724,3,Физическая культура,зач,з,,,2013-01-10 00:00:00
63346,332724,3,Информационные технологии  в  менеджменте,зач,3,D,63.0,2013-01-11 00:00:00
63347,332724,3,Теория менеджмента. Организационное поведение,зач,з,C-,70.0,2013-01-11 00:00:00
63348,332724,3,Институциональная экономика,зач,з,E,50.0,2013-01-12 00:00:00
63349,332724,3,Статистика,экз,3,E,50.0,2013-01-17 00:00:00
63350,332724,3,"Учет и анализ (финансовый учет, управленческий учет, финансовый анализ)",экз,3,C-,72.0,2013-01-22 00:00:00
63351,332724,3,Методы принятия управленческих решений,экз,4,C,75.0,2013-01-26 00:00:00
63352,332724,3,Маркетинг,КР,3,D,65.0,2013-02-14 00:00:00
63353,332724,3,Маркетинг,зач,2,FX,25.0,2013-02-18 00:00:00
63354,332724,3,Маркетинг,зач,2,FX,25.0,2013-02-21 00:00:00
63355,332724,3,Маркетинг,зач,3,D,65.0,2013-02-26 00:00:00
63356,332724,4,Правоведение,зач,3,E,54.0,2013-06-06 00:00:00
63357,332724,4,Физическая культура,зач,з,,,2013-06-06 00:00:00
63358,332724,4,Стратегический менеджмент,КР,4,B-,80.0,2013-06-07 00:00:00
63359,332724,4,Управление человеческими ресурсами,КР,5,A,93.0,2013-06-07 00:00:00
63360,332724,4,Иностранный язык,зач,3,D,64.0,2013-06-07 00:00:00
63361,332724,4,Инновационный менеджмент,зач,з,B+,89.0,2013-06-07 00:00:00
63362,332724,4,Маркетинг,экз,4,B-,80.0,2013-06-13 00:00:00
63363,332724,4,Стратегический менеджмент,экз,5,A-,90.0,2013-06-17 00:00:00
63364,332724,4,Управление человеческими ресурсами,экз,5,A,95.0,2013-06-21 00:00:00
63365,332724,4,Учебная практика,прак,5,A,95.0,2013-09-16 00:00:00
63408,332725,1,Физическая культура,зач,з,D+,68.0,2011-12-20 00:00:00
63409,332725,1,Введение в направление,зач,з,E,54.0,2011-12-26 00:00:00
63410,332725,1,Инженерная графика,зач,з,E,52.0,2011-12-28 00:00:00
63411,332725,1,Иностранный язык,зач,з,E,57.0,2011-12-29 00:00:00
63412,332725,1,Информатика,зач,з,B+,89.0,2011-12-30 00:00:00
63413,332725,1,Линейная алгебра и аналитическая геометрия,экз,5,A,93.0,2012-01-10 00:00:00
63414,332725,1,Химия,экз,5,B+,89.0,2012-01-13 00:00:00
63415,332725,1,История,экз,5,A-,94.0,2012-01-16 00:00:00
63416,332725,1,Математический анализ,экз,4,C,73.0,2012-01-21 00:00:00
63417,332725,2,Информатика,зач,5,A-,91.0,2012-06-01 00:00:00
63418,332725,2,Правоведение,зач,з,C,74.0,2012-06-01 00:00:00
63419,332725,2,Иностранный язык,зач,з,E,53.0,2012-06-06 00:00:00
63420,332725,2,Культура и личность,зач,з,B+,88.0,2012-06-07 00:00:00
63421,332725,2,Физическая культура,зач,з,,,2012-06-08 00:00:00
63422,332725,2,Механика,экз,4,C,75.0,2012-06-21 00:00:00
63423,332725,2,Математический анализ,экз,4,C,73.0,2012-06-26 00:00:00
63424,332725,2,Физика,экз,4,B-,81.0,2012-06-30 00:00:00
63425,332725,3,Информационно-измерительная техника,зач,4,C,79.0,2012-12-24 00:00:00
63426,332725,3,Организационная психология,зач,з,B+,88.0,2012-12-29 00:00:00
63427,332725,3,Теория функций комплексного переменного,зач,4,C,73.0,2013-01-10 00:00:00
63428,332725,3,Иностранный язык,зач,з,E,51.0,2013-01-10 00:00:00
63429,332725,3,Физическая культура,зач,з,,,2013-01-11 00:00:00
63430,332725,3,Теоретические основы электротехники,экз,3,C-,70.0,2013-01-16 00:00:00
63431,332725,3,Общая энергетика,экз,4,C,73.0,2013-01-20 00:00:00
63432,332725,3,Физика,экз,4,B-,81.0,2013-01-26 00:00:00
63433,332725,4,Электротехническое и конструкционное материаловедение,зач,4,C,75.0,2013-06-13 00:00:00
63434,332725,4,Иностранный язык,зач,3,E,52.0,2013-06-17 00:00:00
63435,332725,4,Физическая культура,зач,з,,,2013-06-17 00:00:00
63436,332725,4,Теория вероятностей и математическая статистика,зач,4,C,73.0,2013-06-21 00:00:00
63437,332725,4,Электроника,зач,4,C,76.0,2013-06-21 00:00:00
63438,332725,4,Теоретические основы электротехники,экз,4,B-,82.0,2013-06-25 00:00:00
63439,332725,4,Физика,экз,4,B-,81.0,2013-07-01 00:00:00
63440,332725,4,Философия,экз,4,C,73.0,2013-07-05 00:00:00
63483,332728,1,Информатика,зач,з,C,73.0,2011-12-27 00:00:00
63484,332728,1,Особенности образовательных технологий,зач,з,C+,78.0,2011-12-27 00:00:00
63485,332728,1,Физическая культура,зач,з,C,73.0,2011-12-30 00:00:00
63486,332728,1,История,экз,5,A-,90.0,2012-01-11 00:00:00
63487,332728,1,Иностранный язык (1),зач,з,D,64.0,2012-02-17 00:00:00
63488,332728,1,География,экз,4,B-,80.0,2012-02-24 00:00:00
63489,332728,1,Психология,зач,з,E,59.0,2012-03-15 00:00:00
63490,332728,1,Математика,экз,4,C+,77.0,2012-03-20 00:00:00
63491,332728,1,Русский язык и культура речи,зач,з,D-,61.0,2012-03-29 00:00:00
63492,332728,1,Религия в современном мире,зач,з,E,51.0,2012-04-03 00:00:00
63493,332728,1,История туризма,экз,4,C,75.0,2012-04-11 00:00:00
63494,332728,1,История,экз,5,A-,90.0,2012-04-16 00:00:00
63495,332728,2,Туристское страноведение,зач,з,B,84.0,2012-06-11 00:00:00
63496,332728,2,Экология,зач,5,A-,90.0,2012-06-13 00:00:00
63497,332728,2,Концепции современного естествознания,зач,з,D,65.0,2012-06-13 00:00:00
63498,332728,2,Социология,зач,з,C,76.0,2012-06-14 00:00:00
63499,332728,2,Физическая культура,зач,з,,0.0,2012-06-14 00:00:00
63500,332728,2,Речевая коммуникация,зач,з,C,76.0,2012-06-15 00:00:00
63501,332728,2,Политология,зач,з,D,65.0,2012-06-16 00:00:00
63502,332728,2,Мастер-класс по основам туристской деятельности,прак,ня,,0.0,2012-06-16 00:00:00
63503,332728,2,Иностранный язык (1),экз,2,FX,0.0,2012-06-19 00:00:00
63504,332728,2,Информатика,экз,4,B,85.0,2012-06-23 00:00:00
63505,332728,2,Мастер-класс по основам туристской деятельности,прак,3,E,59.0,2012-06-26 00:00:00
63506,332728,2,Человек и его потребности,экз,4,B-,83.0,2012-06-26 00:00:00
63507,332728,2,Основы социального государства,экз,4,C,74.0,2012-07-02 00:00:00
63508,332728,2,Иностранный язык (1),экз,3,D+,69.0,2012-09-11 00:00:00
63509,332728,3,Иностранный язык (2),зач,з,C-,72.0,2013-01-09 00:00:00
63510,332728,3,Философия,зач,4,B,85.0,2013-01-10 00:00:00
63511,332728,3,Иностранный язык (1),зач,з,C+,77.0,2013-01-10 00:00:00
63512,332728,3,Демография,зач,з,D+,67.0,2013-01-10 00:00:00
63513,332728,3,Физическая культура,зач,з,,,2013-01-10 00:00:00
63514,332728,3,Медицинские основы туризма,зач,з,A+,97.0,2013-01-11 00:00:00
63515,332728,3,Организация туристской деятельности,зач,з,C+,78.0,2013-01-11 00:00:00
63516,332728,3,География туризма,экз,4,B,84.0,2013-01-15 00:00:00
63517,332728,3,Виды и тенденции развития туризма,экз,5,A,95.0,2013-01-18 00:00:00
63518,332728,3,Сервисная деятельность,экз,4,C,75.0,2013-01-21 00:00:00
63519,332728,3,Компьютерный практикум,экз,5,A,95.0,2013-01-25 00:00:00
63520,332728,4,Технология и организация гостиничного обслуживания,зач,з,A-,90.0,2013-05-31 00:00:00
63521,332728,4,Иностранный язык (2),зач,3,D,63.0,2013-06-03 00:00:00
63522,332728,4,Психология делового общения,зач,з,B-,80.0,2013-06-06 00:00:00
63523,332728,4,Экономика,экз,4,C,76.0,2013-06-07 00:00:00
63524,332728,4,Организация туристской деятельности,экз,4,C,75.0,2013-06-08 00:00:00
63525,332728,4,Информационные технологии в туристской индустрии,зач,4,C,75.0,2013-06-11 00:00:00
63526,332728,4,Иностранный язык (1),экз,3,C-,72.0,2013-06-11 00:00:00
63527,332728,4,Конфликтология,экз,3,D-,60.0,2013-06-13 00:00:00
63528,332728,4,Стандартизация и сертификация в туризме,зач,з,B+,88.0,2013-06-20 00:00:00
63529,332728,4,Физическая культура,зач,з,,,2013-06-21 00:00:00
63530,332728,4,Учебно-производственная практика,прак,5,B+,88.0,2013-09-12 00:00:00
63576,332730,1,История,экз,4,B,80.0,2012-01-13 00:00:00
63577,332730,1,Физика,экз,3,E,52.0,2012-01-14 00:00:00
63578,332730,1,Правоведение,зач,3,E,59.0,2012-01-16 00:00:00
63579,332730,1,Математика,экз,3,E,50.0,2012-01-19 00:00:00
63580,332730,1,Иностранный язык,зач,з,B,85.0,2012-01-23 00:00:00
63581,332730,1,Введение в специальность,зач,з,A+,100.0,2012-01-25 00:00:00
63582,332730,1,Информатика,зач,5,A-,90.0,2012-01-30 00:00:00
63583,332730,2,Математика,экз,3,E,55.0,2012-06-14 00:00:00
63584,332730,2,Неорганическая химия,экз,3,E,58.0,2012-06-18 00:00:00
63585,332730,2,Деловой русский язык,зач,5,B+,88.0,2012-06-20 00:00:00
63586,332730,2,Физика,экз,3,E,54.0,2012-06-21 00:00:00
63587,332730,2,Иностранный язык,зач,з,B,85.0,2012-07-02 00:00:00
63588,332730,2,Начертательная геометрия и инженерная графика,зач,3,D+,65.0,2012-07-30 00:00:00
63589,332730,3,Аналитическая химия и физико-химические методы анализа,зач,з,D,64.0,2013-01-19 00:00:00
63590,332730,3,Органическая химия,экз,3,D,65.0,2013-01-26 00:00:00
63591,332730,3,Математика,экз,3,D,65.0,2013-01-29 00:00:00
63592,332730,3,Механика,зач,з,E,51.0,2013-01-31 00:00:00
63593,332730,3,Иностранный язык,зач,з,B-,80.0,2013-02-02 00:00:00
63594,332730,3,Питание как часть национальной культуры народов,зач,4,B-,80.0,2013-02-03 00:00:00
63595,332730,4,Иностранный язык,зач,з,C+,79.0,2013-06-24 00:00:00
63596,332730,4,Электротехника и электроника,экз,4,C+,78.0,2013-06-24 00:00:00
63597,332730,4,Микробиология,зач,4,C,74.0,2013-06-25 00:00:00
63598,332730,4,Физическая и коллоидная химия,экз,3,E,58.0,2013-06-28 00:00:00
63599,332730,4,Философия,экз,4,B,83.0,2013-06-28 00:00:00
63600,332730,4,Социальные технологии,зач,5,B+,87.0,2013-07-01 00:00:00
63601,332730,4,Механика,экз,4,C+,78.0,2013-07-04 00:00:00
63632,332734,1,История,экз,4,B-,81.0,2012-01-14 00:00:00
63633,332734,1,Линейная алгебра,экз,4,C+,77.0,2012-01-27 00:00:00
63634,332734,1,Инженерная графика,зач,3,C-,73.0,2012-02-01 00:00:00
63635,332734,1,Иностранный язык,зач,з,C,78.0,2012-02-01 00:00:00
63636,332734,1,Введение в специальность,зач,з,B-,80.0,2012-02-02 00:00:00
63637,332734,1,Математический анализ,экз,3,E,51.0,2012-02-02 00:00:00
63638,332734,2,Математический анализ,экз,3,D-,61.0,2012-06-18 00:00:00
63639,332734,2,Правоведение,экз,5,B+,88.0,2012-06-18 00:00:00
63640,332734,2,Физика,экз,4,B,83.0,2012-06-25 00:00:00
63641,332734,2,Социальные технологии,зач,з,B,84.0,2012-06-27 00:00:00
63642,332734,2,Культура и личность,зач,4,B-,80.0,2012-06-28 00:00:00
63643,332734,2,Информатика,зач,5,A,95.0,2012-06-29 00:00:00
63644,332734,2,Иностранный язык,зач,з,B,85.0,2012-07-02 00:00:00
63645,332734,3,Функции комплексного переменного и теория поля,зач,4,C,74.0,2013-01-19 00:00:00
63646,332734,3,Физика,экз,3,E,50.0,2013-01-25 00:00:00
63647,332734,3,Информатика,экз,5,A-,90.0,2013-01-25 00:00:00
63648,332734,3,Философия,экз,5,A,94.0,2013-01-30 00:00:00
63649,332734,3,Общая энергетика,зач,3,D,65.0,2013-02-04 00:00:00
63650,332734,3,Иностранный язык,зач,з,C,75.0,2013-02-12 00:00:00
63651,332734,3,Экономическая теория,экз,3,E,58.0,2013-02-19 00:00:00
63652,332734,4,Физика,экз,3,D,63.0,2013-06-25 00:00:00
63653,332734,4,Специальные главы высшей математики,зач,3,D-,60.0,2013-07-01 00:00:00
63654,332734,4,Программирование и алгоритмизация,зач,3,E,50.0,2013-07-04 00:00:00
63655,332734,4,Иностранный язык,зач,з,C,73.0,2013-07-04 00:00:00
63656,332734,4,Теоретическая механика,экз,3,E,51.0,2013-07-08 00:00:00
63657,332734,4,Теоретические основы электротехники,экз,3,D-,61.0,2013-07-12 00:00:00
63687,332735,1,История,экз,4,B-,81.0,2012-01-14 00:00:00
63688,332735,1,Линейная алгебра,экз,4,C+,79.0,2012-01-27 00:00:00
63689,332735,1,Инженерная графика,зач,4,B-,82.0,2012-02-01 00:00:00
63690,332735,1,Иностранный язык,зач,з,B,80.0,2012-02-01 00:00:00
63691,332735,1,Введение в специальность,зач,з,B-,80.0,2012-02-02 00:00:00
63692,332735,1,Математический анализ,экз,3,E,51.0,2012-02-02 00:00:00
63693,332735,2,Математический анализ,экз,4,C,73.0,2012-06-18 00:00:00
63694,332735,2,Правоведение,экз,4,C+,78.0,2012-06-18 00:00:00
63695,332735,2,Физика,экз,4,C,75.0,2012-06-25 00:00:00
63696,332735,2,Социальные технологии,зач,з,B,84.0,2012-06-27 00:00:00
63697,332735,2,Культура и личность,зач,4,C,75.0,2012-06-28 00:00:00
63698,332735,2,Информатика,зач,5,A-,70.0,2012-06-29 00:00:00
63699,332735,2,Иностранный язык,зач,з,C-,69.0,2012-07-02 00:00:00
63700,332735,3,Функции комплексного переменного и теория поля,зач,4,C+,78.0,2013-01-19 00:00:00
63701,332735,3,Физика,экз,3,E,50.0,2013-01-25 00:00:00
63702,332735,3,Информатика,экз,4,B,85.0,2013-01-25 00:00:00
63703,332735,3,Философия,экз,3,D,65.0,2013-01-30 00:00:00
63704,332735,3,Общая энергетика,зач,3,D+,69.0,2013-02-04 00:00:00
63705,332735,3,Иностранный язык,зач,з,C-,69.0,2013-02-12 00:00:00
63706,332735,3,Экономическая теория,экз,4,B,84.0,2013-02-19 00:00:00
63707,332735,4,Физика,экз,3,D,63.0,2013-06-25 00:00:00
63708,332735,4,Специальные главы высшей математики,зач,5,A-,90.0,2013-07-01 00:00:00
63709,332735,4,Программирование и алгоритмизация,зач,3,D-,60.0,2013-07-04 00:00:00
63710,332735,4,Иностранный язык,зач,з,C,75.0,2013-07-04 00:00:00
63711,332735,4,Теоретические основы электротехники,экз,4,B-,82.0,2013-07-12 00:00:00
63712,332735,4,Теоретическая механика,экз,3,E,52.0,2013-11-11 00:00:00
63742,332737,1,История,зач,5,A-,91.0,2011-12-26 00:00:00
63743,332737,1,Информатика,зач,з,A+,100.0,2011-12-26 00:00:00
63744,332737,1,Безопасность жизнедеятельности,зач,4,B,84.0,2011-12-27 00:00:00
63745,332737,1,Физическая культура,зач,з,D+,66.0,2011-12-27 00:00:00
63746,332737,1,Иностранный язык,зач,4,C+,70.0,2011-12-28 00:00:00
63747,332737,1,История стран Европы,зач,4,C+,78.0,2011-12-28 00:00:00
63748,332737,1,Математика,зач,з,B-,80.0,2011-12-30 00:00:00
63749,332737,1,Иностранный язык региона специализации (английский),экз,3,C-,70.0,2012-01-10 00:00:00
63750,332737,1,Введение в регионоведение,экз,5,B+,81.0,2012-01-13 00:00:00
63751,332737,1,Русский язык и культура речи,экз,4,C,76.0,2012-01-17 00:00:00
63752,332737,1,Страны и регионы мира,экз,5,B+,88.0,2012-01-17 00:00:00
63753,332737,1,Деловое общение,зач,з,B+,87.0,2012-05-29 00:00:00
63754,332737,1,Иностранный язык региона специализации (английский),экз,4,B,85.0,2013-09-30 00:00:00
63755,332737,1,Иностранный язык,зач,5,A,93.0,2015-04-20 00:00:00
63756,332737,2,Физическая культура,зач,з,,,2012-06-04 00:00:00
63757,332737,2,Иностранный язык региона специализации (английский),зач,4,B-,80.0,2012-06-07 00:00:00
63758,332737,2,Информационные сети и базы данных по зарубежному регионоведению,зач,5,A-,90.0,2012-06-08 00:00:00
63759,332737,2,"Курсовая работа на тему ""История стран(ы) региона специализации""",прак,5,A-,90.0,2012-06-11 00:00:00
63760,332737,2,Введение в теорию вероятностей и математическую статистику,зач,з,A-,90.0,2012-06-15 00:00:00
63761,332737,2,Правоведение,зач,з,A-,90.0,2012-06-15 00:00:00
63762,332737,2,Иностранный язык,экз,4,B,88.0,2012-06-19 00:00:00
63763,332737,2,Политическая география стран Европы,экз,5,A-,92.0,2012-06-22 00:00:00
63764,332737,2,История,экз,5,A-,90.0,2012-06-26 00:00:00
63765,332737,2,История стран Европы,экз,5,B+,0.0,2012-06-30 00:00:00
63766,332737,3,Политология,экз,5,A-,91.0,2012-12-26 00:00:00
63767,332737,3,Иностранный язык,зач,4,B,85.0,2013-01-09 00:00:00
63768,332737,3,Социальная психология и педагогика,зач,5,A+,100.0,2013-01-09 00:00:00
63769,332737,3,Мировая экономика,зач,5,A-,90.0,2013-01-10 00:00:00
63770,332737,3,Экология,зач,5,B+,86.0,2013-01-10 00:00:00
63771,332737,3,История стран Европы,зач,5,B+,88.0,2013-01-10 00:00:00
63772,332737,3,Физическая культура,зач,з,,,2013-01-10 00:00:00
63773,332737,3,Экономика стран Европы,экз,5,A,95.0,2013-01-15 00:00:00
63774,332737,3,Иностранный язык региона специализации (английский),экз,5,A-,90.0,2013-01-19 00:00:00
63775,332737,3,Политология,экз,5,A-,91.0,2013-01-23 00:00:00
63776,332737,3,Экономическая теория,экз,5,A,90.0,2013-01-27 00:00:00
63777,332737,4,Иностранный язык региона специализации (английский),зач,5,B+,88.0,2013-05-20 00:00:00
63778,332737,4,Иностранный язык,экз,5,A-,90.0,2013-05-27 00:00:00
63779,332737,4,"Культура, религия и литература стран Европы",зач,з,A-,91.0,2013-05-29 00:00:00
63780,332737,4,Теория государства и права,зач,з,A,90.0,2013-06-01 00:00:00
63781,332737,4,Физическая культура,зач,з,,,2013-06-17 00:00:00
63782,332737,4,Теория международных отношений,зач,з,A+,98.0,2013-06-22 00:00:00
63783,332737,4,История стран Европы,экз,5,A,90.0,2013-06-25 00:00:00
63784,332737,4,Государственное право стран Европы,экз,5,A,95.0,2013-07-01 00:00:00
63785,332737,4,Учебно-исследовательская работа (учебная практика),прак,5,B,88.0,2013-07-05 00:00:00
63786,332737,4,Философия,экз,4,B-,83.0,2013-07-05 00:00:00
63830,332740,1,Математика 1 (Математический анализ),зач,3,E,50.0,2012-01-14 00:00:00
63831,332740,1,Математика 2 (Линейная алгебра и аналитическая геометрия),зач,з,E,50.0,2012-01-14 00:00:00
63832,332740,1,Правоведение,экз,3,C-,70.0,2012-01-19 00:00:00
63833,332740,1,Иностранный язык,зач,з,D-,0.0,2012-01-23 00:00:00
63834,332740,1,История,экз,3,D-,60.0,2012-01-26 00:00:00
63835,332740,1,Химия,экз,3,E,55.0,2012-01-31 00:00:00
63836,332740,1,Введение в специальность,зач,з,D-,60.0,2013-02-06 00:00:00
63837,332740,2,Физика,экз,3,E,60.0,2012-06-14 00:00:00
63838,332740,2,Математика 1 (Математический анализ),экз,3,E,50.0,2012-06-18 00:00:00
63839,332740,2,Социальные технологии,зач,з,E,51.0,2012-06-21 00:00:00
63840,332740,2,Деловой русский язык,зач,3,E,55.0,2012-06-22 00:00:00
63841,332740,2,Учебная практика,прак,з,C-,73.0,2012-06-30 00:00:00
63842,332740,2,Иностранный язык,зач,з,C,70.0,2012-07-30 00:00:00
63843,332740,2,Введение в компьютерное проектирование технологических процессов,зач,з,C-,72.0,2013-03-21 00:00:00
63844,332740,3,Физика,экз,3,E,59.0,2013-04-18 00:00:00
63845,332740,3,Математика 3 (специальные главы),зач,3,E,50.0,2013-04-22 00:00:00
63846,332740,3,Начертательная геометрия и инженерная графика,экз,3,E,52.0,2013-05-07 00:00:00
63847,332740,3,Иностранный язык,зач,з,E,59.0,2013-05-30 00:00:00
63848,332740,3,Философия,экз,4,C,70.0,2013-06-18 00:00:00
63849,332740,3,Информатика,экз,4,C,73.0,2013-06-29 00:00:00
63850,332740,3,Экономическая теория,зач,з,E,50.0,2014-01-18 00:00:00
63851,332740,4,Начертательная геометрия и инженерная графика,зач,з,E,50.0,2013-06-21 00:00:00
63852,332740,4,Информатика,зач,з,C-,70.0,2013-06-29 00:00:00
63853,332740,4,Физика (специальный курс),зач,3,E,50.0,2013-06-30 00:00:00
63854,332740,4,Математика 3 (специальные главы),экз,3,E,51.0,2013-07-02 00:00:00
63855,332740,4,Иностранный язык,экз,3,E,53.0,2013-07-03 00:00:00
63856,332740,4,Электротехника,экз,3,E,50.0,2014-01-21 00:00:00
63857,332740,4,Учебная практика 1,прак,3,C-,70.0,2014-06-19 00:00:00
63888,332745,1,Введение в специальность,зач,з,B+,87.0,2011-12-21 00:00:00
63889,332745,1,Физвоспитание,зач,з,B,85.0,2011-12-22 00:00:00
63890,332745,1,Экология,зач,з,C,75.0,2011-12-24 00:00:00
63891,332745,1,Деловой русский язык,зач,з,D-,60.0,2011-12-26 00:00:00
63892,332745,1,Английский язык в сфере профессиональной деятельности,зач,з,E,50.0,2011-12-27 00:00:00
63893,332745,1,Иностранный язык,зач,з,E,50.0,2011-12-27 00:00:00
63894,332745,1,Химия,зач,з,D+,69.0,2011-12-29 00:00:00
63895,332745,1,Механика,зач,нз,FX,30.0,2011-12-30 00:00:00
63896,332745,1,Физика,экз,нд,,0.0,2012-01-10 00:00:00
63897,332745,1,Механика,экз,нд,,0.0,2012-01-13 00:00:00
63898,332745,1,Линейная алгебра,экз,2,FX,30.0,2012-01-17 00:00:00
63899,332745,1,Математика,экз,нд,,0.0,2012-01-20 00:00:00
63900,332745,1,Линейная алгебра,экз,2,FX,30.0,2012-01-24 00:00:00
63901,332745,1,Механика,экз,2,FX,49.0,2012-01-27 00:00:00
63902,332745,1,Механика,экз,2,,0.0,2012-02-10 00:00:00
63903,332745,1,Линейная алгебра,экз,3,D,65.0,2012-02-13 00:00:00
63904,332745,1,Механика,зач,з,E,50.0,2012-02-14 00:00:00
63905,332745,1,Физика,экз,2,FX,29.0,2012-02-16 00:00:00
63906,332745,1,Физика,экз,3,E,50.0,2012-02-22 00:00:00
63907,332745,1,Механика,экз,2,FX,49.0,2012-02-29 00:00:00
63908,332745,1,Механика,экз,2,FX,49.0,2012-03-07 00:00:00
63909,332745,1,Механика,экз,2,FX,48.0,2012-05-02 00:00:00
63910,332745,1,Механика,экз,2,FX,30.0,2012-05-16 00:00:00
63911,332747,1,Физическая культура,зач,з,C,73.0,2011-12-19 00:00:00
63912,332747,1,Специальные разделы информатики,зач,4,B,85.0,2011-12-21 00:00:00
63913,332747,1,Информационные технологии,зач,5,A,97.0,2011-12-22 00:00:00
63914,332747,1,Введение в специальность,зач,з,A-,90.0,2011-12-22 00:00:00
63915,332747,1,Иностранный язык,зач,з,B,86.0,2011-12-27 00:00:00
63916,332747,1,Математика 2 (Линейная алгебра и аналитическая геометрия),экз,2,FX,30.0,2012-01-10 00:00:00
63917,332747,1,Химия,экз,3,E,50.0,2012-01-13 00:00:00
63918,332747,1,История,экз,4,C+,77.0,2012-01-16 00:00:00
63919,332747,1,Правоведение,экз,4,C,75.0,2012-01-20 00:00:00
63920,332747,1,Математика 1 (Математический анализ),зач,3,E,55.0,2012-01-26 00:00:00
63921,332747,1,Математика 2 (Линейная алгебра и аналитическая геометрия),экз,3,D+,68.0,2012-02-11 00:00:00
63922,332747,2,Физическая культура,зач,з,,0.0,2012-06-04 00:00:00
63923,332747,2,Инженерная и компьютерная графика,зач,4,B-,84.0,2012-06-09 00:00:00
63924,332747,2,Иностранный язык,зач,з,B-,82.0,2012-06-14 00:00:00
63925,332747,2,Деловой русский язык,зач,3,D+,68.0,2012-06-15 00:00:00
63926,332747,2,Организационная психология,зач,5,A+,100.0,2012-06-16 00:00:00
63927,332747,2,Программирование и алгоритмизация,КР,3,E,52.0,2012-06-18 00:00:00
63928,332747,2,Информационные технологии,экз,4,B-,82.0,2012-06-20 00:00:00
63929,332747,2,Программирование и алгоритмизация,экз,3,E,55.0,2012-06-23 00:00:00
63930,332747,2,Физика,экз,2,FX,41.0,2012-06-27 00:00:00
63931,332747,2,Математика 1 (Математический анализ),экз,2,FX,49.0,2012-06-30 00:00:00
